president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
Donald Trump (2nd term),Adults,The Tyson Group,,6/25/2025,6/26/2025,1027.0, A,1.001435,0.0,,45.0,51.0,-6.0,44.44807,51.16473,-6.71666,https://tysongroup.co/wp-content/uploads/2025/06/June-2025-Issue-Survey.pdf,6/26/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,John Zogby Strategies,,6/24/2025,6/25/2025,1006.0, LV,1.002629,0.0,,45.4,52.7,-7.299999,44.42225,53.45071,-9.028461,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,6/25/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Adults,Marist College,NPR | PBS News,6/23/2025,6/25/2025,1381.0, A,1.465158,0.0,,43.0,52.0,-9.0,43.43278,52.03828,-8.605499,https://maristpoll.marist.edu/wp-content/uploads/2025/06/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202506271427.pdf,6/25/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Immigration,John Zogby Strategies,,6/24/2025,6/25/2025,1006.0, LV,1.002629,0.0,,49.4,46.8,2.600002,46.43456,50.02404,-3.589481,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,6/25/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),All polls,John Zogby Strategies,,6/24/2025,6/25/2025,1006.0, LV,1.002629,0.0,,45.4,52.7,-7.299999,43.84188,53.61398,-9.772099,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,6/25/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Emerson College,,6/24/2025,6/25/2025,1000.0, RV,1.395375,0.0,,44.9,46.3,-1.399998,44.38604,48.7697,-4.383659,https://emersoncollegepolling.com/june-national-poll/,6/25/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,John Zogby Strategies,,6/24/2025,6/25/2025,1006.0, LV,1.002629,0.0,,26.0,42.7,-16.7,26.71612,44.01786,-17.30174,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,6/25/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Economy,John Zogby Strategies,,6/24/2025,6/25/2025,1006.0, LV,1.002629,0.0,,42.8,53.6,-10.8,41.06815,55.30113,-14.23298,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,6/25/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Weak,Marist College,NPR | PBS News,6/23/2025,6/25/2025,1381.0, A,1.465158,0.0,,14.0,9.0,5.0,16.34055,10.21504,6.125509,https://maristpoll.marist.edu/wp-content/uploads/2025/06/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202506271427.pdf,6/25/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Marist College,NPR | PBS News,6/23/2025,6/25/2025,1381.0, A,1.465158,0.0,,29.0,43.0,-14.0,28.43958,41.48227,-13.04269,https://maristpoll.marist.edu/wp-content/uploads/2025/06/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202506271427.pdf,6/25/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Marist College,NPR | PBS News,6/23/2025,6/25/2025,1381.0, RV,1.465158,0.0,,44.0,53.0,-9.0,45.32861,52.02583,-6.69722,https://maristpoll.marist.edu/wp-content/uploads/2025/06/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202506271427.pdf,6/25/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,John Zogby Strategies,,6/24/2025,6/25/2025,1006.0, LV,1.002629,0.0,,19.4,10.0,9.4,17.34213,9.899746,7.442385,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,6/25/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,American Pulse Research & Polling,,6/23/2025,6/25/2025,633.0, RV,0.8470494,0.0,,49.7,48.9,0.7999992,48.36024,49.59801,-1.23777,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/21cb32-c88-2208-3bd4-047cb00ebdd_250626_American_Pulse_-_Iran_the_Middle_East_Survey_-_Topline_Report.pdf,6/25/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,John Zogby Strategies,,6/24/2025,6/25/2025,1006.0, LV,1.002629,0.0,,41.4,53.8,-12.4,39.44525,55.57299,-16.12774,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,6/25/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Voters,Emerson College,,6/24/2025,6/25/2025,1000.0, RV,1.395375,0.0,,44.9,46.3,-1.399998,44.93866,48.59941,-3.660751,https://emersoncollegepolling.com/june-national-poll/,6/25/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Economy,Marist College,NPR | PBS News,6/23/2025,6/25/2025,1381.0, A,1.465158,0.0,,39.0,53.0,-14.0,40.38522,52.73321,-12.34799,https://maristpoll.marist.edu/wp-content/uploads/2025/06/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202506271427.pdf,6/25/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,6/19/2025,6/25/2025,1500.0, LV,0.1083604,0.0,True,51.0,48.0,3.0,47.44522,49.81617,-2.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,6/25/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Immigration,Marist College,NPR | PBS News,6/23/2025,6/25/2025,1381.0, A,1.465158,0.0,,43.0,52.0,-9.0,44.14114,50.7572,-6.616058,https://maristpoll.marist.edu/wp-content/uploads/2025/06/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202506271427.pdf,6/25/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,6/19/2025,6/25/2025,1500.0, LV,0.1083604,0.0,True,51.0,48.0,3.0,48.25449,49.54536,-1.290871,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,6/25/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Strong,American Pulse Research & Polling,,6/23/2025,6/25/2025,633.0, RV,0.8470494,0.0,,29.5,41.4,-11.9,29.20059,41.74205,-12.54146,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/21cb32-c88-2208-3bd4-047cb00ebdd_250626_American_Pulse_-_Iran_the_Middle_East_Survey_-_Topline_Report.pdf,6/25/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Marist College,NPR | PBS News,6/23/2025,6/25/2025,1381.0, A,1.465158,0.0,,43.0,52.0,-9.0,44.45843,51.56052,-7.102089,https://maristpoll.marist.edu/wp-content/uploads/2025/06/NPR_PBS-News_Marist-Poll_USA-NOS-and-Tables_202506271427.pdf,6/25/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,American Pulse Research & Polling,,6/23/2025,6/25/2025,633.0, RV,0.8470494,0.0,,49.7,48.9,0.7999992,48.58294,49.62747,-1.044529,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/21cb32-c88-2208-3bd4-047cb00ebdd_250626_American_Pulse_-_Iran_the_Middle_East_Survey_-_Topline_Report.pdf,6/25/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,American Pulse Research & Polling,,6/23/2025,6/25/2025,633.0, RV,0.8470494,0.0,,20.2,7.5,12.7,19.2474,8.05412,11.19328,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/21cb32-c88-2208-3bd4-047cb00ebdd_250626_American_Pulse_-_Iran_the_Middle_East_Survey_-_Topline_Report.pdf,6/25/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Immigration,Quinnipiac University,,6/22/2025,6/24/2025,979.0, RV,1.122627,0.0,,41.0,57.0,-16.0,43.09616,54.81354,-11.71738,https://poll.qu.edu/poll-release?releaseid=3926,6/24/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,6/18/2025,6/24/2025,1500.0, LV,0.1094838,0.0,True,52.0,47.0,5.0,48.44522,48.81617,-0.3709488,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,6/24/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Trade,Quinnipiac University,,6/22/2025,6/24/2025,979.0, RV,1.122627,0.0,,38.0,55.0,-17.0,37.84804,55.48086,-17.63282,https://poll.qu.edu/poll-release?releaseid=3926,6/24/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Economy,Quinnipiac University,,6/22/2025,6/24/2025,979.0, RV,1.122627,0.0,,39.0,56.0,-17.0,39.24898,55.82114,-16.57216,https://poll.qu.edu/poll-release?releaseid=3926,6/24/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,6/18/2025,6/24/2025,1500.0, LV,0.1094838,0.0,True,52.0,47.0,5.0,49.25449,48.54536,0.7091293,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,6/24/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Quinnipiac University,,6/22/2025,6/24/2025,979.0, RV,1.122627,0.0,,8.0,6.0,2.0,13.18944,8.768437,4.421002,https://poll.qu.edu/poll-release?releaseid=3926,6/24/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Voters,Quinnipiac University,,6/22/2025,6/24/2025,979.0, RV,1.122627,0.0,,41.0,54.0,-13.0,43.75726,53.36688,-9.609619,https://poll.qu.edu/poll-release?releaseid=3926,6/24/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Quinnipiac University,,6/22/2025,6/24/2025,979.0, RV,1.122627,0.0,,41.0,54.0,-13.0,43.22786,53.61395,-10.38609,https://poll.qu.edu/poll-release?releaseid=3926,6/24/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Strong,Quinnipiac University,,6/22/2025,6/24/2025,979.0, RV,1.122627,0.0,,33.0,48.0,-15.0,30.39714,45.32239,-14.92525,https://poll.qu.edu/poll-release?releaseid=3926,6/24/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,0.6197706,0.0,,40.0,54.0,-14.0,41.70536,52.78253,-11.07717,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.7157395,0.0,,29.0,64.0,-35.0,32.5962,63.4173,-30.8211,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,6/17/2025,6/23/2025,1500.0, LV,0.1110182,0.0,True,52.0,47.0,5.0,48.44522,48.81617,-0.3709488,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,6/23/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.7157395,0.0,,21.0,12.0,9.0,18.68025,10.09563,8.58462,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.6649779,0.0,,41.0,57.0,-16.0,43.01978,54.6626,-11.64282,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,YouGov,Economist,6/20/2025,6/23/2025,1455.0, RV,0.6577511,0.0,,43.0,54.0,-11.0,43.42935,53.07382,-9.644466,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Immigration,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,0.7067326,0.0,,45.0,49.0,-4.0,45.18638,48.85695,-3.67057,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Trade,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,1.185076,0.0,,37.0,53.0,-16.0,38.27882,53.6969,-15.41808,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Strong,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,0.6197706,0.0,,23.0,44.0,-21.0,25.2123,43.09587,-17.88357,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Adults,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,0.6197706,0.0,,40.0,54.0,-14.0,40.14396,53.63005,-13.48609,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.6649779,0.0,,43.0,51.0,-8.0,45.13064,51.33002,-6.199383,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.7157395,0.0,,20.0,45.0,-25.0,24.54215,45.06533,-20.52318,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Rasmussen Reports,,6/17/2025,6/23/2025,1500.0, LV,0.1110182,0.0,True,52.0,47.0,5.0,49.25449,48.54536,0.7091293,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,6/23/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Trade,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.9249257,0.0,,35.0,54.0,-19.0,37.28205,54.4402,-17.15815,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.6649779,0.0,,41.0,57.0,-16.0,41.66275,55.38961,-13.72686,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Economy,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,0.7067326,0.0,,39.0,51.0,-12.0,40.13036,51.14878,-11.01842,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Cost,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,0.7067326,0.0,,34.0,60.0,-26.0,34.45558,59.6594,-25.20382,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),Weak,YouGov,Economist,6/20/2025,6/23/2025,1590.0, A,0.6197706,0.0,,17.0,10.0,7.0,16.67801,10.07862,6.599391,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,6/23/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,6/21/2025,6/23/2025,1139.0, A,0.6649779,0.0,,35.0,57.0,-22.0,38.37291,56.71951,-18.3466,https://www.ipsos.com/sites/default/files/ct/news/documents/2025-06/Reuters%20Ipsos%20U.S.%20Iran%20Survey%20Topline%2006%2023%202025.pdf,6/23/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Economy,Morning Consult,,6/20/2025,6/22/2025,2205.0, RV,0.5478131,0.0,,44.0,48.0,-4.0,40.7786,53.43021,-12.65161,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6/22/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Immigration,Ipsos,Reuters,6/20/2025,6/22/2025,1144.0, A,0.6523107,0.0,,43.0,51.0,-8.0,45.13064,51.33002,-6.199383,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2025%202025.pdf,6/22/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Weak,Ipsos,Reuters,6/20/2025,6/22/2025,1144.0, A,0.7002066,0.0,,19.0,9.0,10.0,16.68025,7.095626,9.584624,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2025%202025.pdf,6/22/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Economy,Ipsos,Reuters,6/20/2025,6/22/2025,1144.0, A,0.6523107,0.0,,37.0,55.0,-18.0,40.37291,54.71951,-14.3466,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2025%202025.pdf,6/22/2025,10:01:38 12 Jul 2026
Donald Trump (2nd term),Immigration,Morning Consult,,6/20/2025,6/22/2025,2205.0, RV,0.5478131,0.0,,49.0,43.0,6.0,45.55722,48.60173,-3.04451,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6/22/2025,10:01:44 12 Jul 2026
Donald Trump (2nd term),Strong,Morning Consult,,6/20/2025,6/22/2025,2205.0, RV,0.5478131,0.0,,27.0,44.0,-17.0,26.00387,45.46063,-19.45676,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6/22/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Cost,Ipsos,Reuters,6/20/2025,6/22/2025,1144.0, A,0.7002066,0.0,,31.0,59.0,-28.0,34.5962,58.4173,-23.8211,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2025%202025.pdf,6/22/2025,10:01:47 12 Jul 2026
Donald Trump (2nd term),All polls,Morning Consult,,6/20/2025,6/22/2025,2205.0, RV,0.4534793,0.0,,45.0,53.0,-8.0,43.15903,54.89645,-11.73742,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6/22/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),All polls,Ipsos,Reuters,6/20/2025,6/22/2025,1144.0, A,0.6523107,0.0,,41.0,54.0,-13.0,43.01978,51.6626,-8.642822,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2025%202025.pdf,6/22/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Weak,Morning Consult,,6/20/2025,6/22/2025,2205.0, RV,0.5478131,0.0,,18.0,9.0,9.0,17.19894,9.344487,7.854453,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6/22/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),Trade,Morning Consult,,6/20/2025,6/22/2025,2205.0, RV,0.5478131,0.0,,44.0,47.0,-3.0,39.19113,54.64173,-15.4506,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6/22/2025,10:01:50 12 Jul 2026
Donald Trump (2nd term),Adults,Ipsos,Reuters,6/20/2025,6/22/2025,1144.0, A,0.6523107,0.0,,41.0,54.0,-13.0,41.66275,52.38961,-10.72686,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2025%202025.pdf,6/22/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Strong,Ipsos,Reuters,6/20/2025,6/22/2025,1144.0, A,0.7002066,0.0,,23.0,44.0,-21.0,27.54215,44.06533,-16.52318,https://www.ipsos.com/sites/default/files/Reuters%20Ipsos%20Core%20Political%20Presidential%20Approval%20Tracker%2006%2025%202025.pdf,6/22/2025,10:01:19 12 Jul 2026
Donald Trump (2nd term),Voters,Morning Consult,,6/20/2025,6/22/2025,2205.0, RV,0.5478131,0.0,,45.0,53.0,-8.0,43.6115,54.03628,-10.42478,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,6/22/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Data for Progress,,5/15/2026,6/21/2026,5809.0, LV,1.216351,0.0,,20.0,10.0,10.0,18.84504,10.40285,8.442189,https://www.dataforprogress.org/blog/2026/7/9/midterms-swing-voter-report-1,6/21/2026,10:01:30 12 Jul 2026
Donald Trump (2nd term),Strong,Data for Progress,,5/15/2026,6/21/2026,5809.0, LV,1.216351,0.0,,23.0,46.0,-23.0,22.57258,46.55794,-23.98536,https://www.dataforprogress.org/blog/2026/7/9/midterms-swing-voter-report-1,6/21/2026,10:01:19 12 Jul 2026
Donald Trump (2nd term),All polls,Data for Progress,,5/15/2026,6/21/2026,5809.0, LV,1.216351,0.0,,43.0,56.0,-13.0,41.27515,56.84454,-15.56939,https://www.dataforprogress.org/blog/2026/7/9/midterms-swing-voter-report-1,6/21/2026,10:00:41 12 Jul 2026
Donald Trump (2nd term),Voters,Data for Progress,,5/15/2026,6/21/2026,5809.0, LV,1.216351,0.0,,43.0,56.0,-13.0,41.70821,56.65504,-14.94683,https://www.dataforprogress.org/blog/2026/7/9/midterms-swing-voter-report-1,6/21/2026,10:01:01 12 Jul 2026
Donald Trump (2nd term),All polls,Rasmussen Reports,,6/16/2025,6/20/2025,1500.0, LV,0.1570751,0.0,True,51.0,47.0,4.0,47.44522,48.81617,-1.370949,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette,6/20/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,American Research Group,,6/17/2025,6/20/2025,1100.0, A,0.8082006,0.0,,38.0,59.0,-21.0,40.21416,56.35656,-16.1424,https://americanresearchgroup.com/economy/,6/20/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Weak,The Bullfinch Group,Exiled Policy,6/17/2025,6/20/2025,1223.0, A,0.9918306,0.0,,18.0,12.0,6.0,16.55784,10.69182,5.86602,https://www.exiledpolicy.com/p/poll-voters-disapprove-of-congress,6/20/2025,10:01:30 12 Jul 2026
Donald Trump (2nd term),All polls,Trafalgar Group,,6/18/2025,6/20/2025,1085.0, LV,1.072775,0.0,,54.4,44.5,9.900002,50.46647,47.75261,2.71386,https://www.thetrafalgargroup.org/wp-content/uploads/2025/06/Trump-Approval-Report-062125.pdf,6/20/2025,10:00:41 12 Jul 2026
Donald Trump (2nd term),Adults,The Bullfinch Group,Exiled Policy,6/17/2025,6/20/2025,1223.0, A,0.9918306,0.0,,41.0,54.0,-13.0,40.58606,54.53459,-13.94853,https://www.exiledpolicy.com/p/poll-voters-disapprove-of-congress,6/20/2025,10:01:12 12 Jul 2026
Donald Trump (2nd term),Voters,The Bullfinch Group,Exiled Policy,6/17/2025,6/20/2025,1006.0, RV,0.9509213,0.0,,43.0,54.0,-11.0,43.55954,53.72017,-10.16063,https://www.exiledpolicy.com/p/poll-voters-disapprove-of-congress,6/20/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Voters,American Research Group,,6/17/2025,6/20/2025,1009.0, RV,0.7956209,0.0,,38.0,59.0,-21.0,41.97921,55.20866,-13.22945,https://americanresearchgroup.com/economy/,6/20/2025,10:01:01 12 Jul 2026
Donald Trump (2nd term),Weak,Trafalgar Group,,6/18/2025,6/20/2025,1085.0, LV,1.072775,0.0,,4.1,10.7,-6.6,8.796188,11.80945,-3.013262,https://www.thetrafalgargroup.org/wp-content/uploads/2025/06/Trump-Approval-Report-062125.pdf,6/20/2025,10:01:30 12 Jul 2026
